Title,Year,Director,Producer,Genres,Summary,Duration,Budget,Revenue,Ratings,Vote Count,Popularity,Content Rating,Original Language,Production Companies,Production Countries,Spoken Languages,Tagline,Adult,Movie ID
Rebel Moon - Part One: A Child of Fire,2023,Zack Snyder,Deborah Snyder,"Science Fiction, Drama, Action","When the ruthless forces of the Motherworld threaten a quiet farming village on a distant moon, a mysterious outsider becomes its best hope for survival.",134,83000000,0,6.33,2062,71.475,15,en,"The Stone Quarry, Grand Electric",United States of America,English,There are no heroes. Only rebels.,FALSE,848326
The Three Musketeers: Milady,2023,Martin Bourboulon,Dimitri Rassam,"Adventure, Action, Drama","D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally.",121,39000000,21730766,6.474,549,71.298,12A,fr,"Pathé, Chapter 2, DeAPlaneta, Constantin Film, uMedia, uFilm, OCS, Région Bretagne, CNC, Canal+, La Région Île-de-France","Belgium, France, Germany, Spain","English, Français",The epic adventure continues...,FALSE,845111
Leo,2023,Robert Marianetti,Mireille Soria,"Animation, Comedy, Family","Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",102,0,0,7.5,1127,70.824,PG,en,"Happy Madison Productions, Animal Logic","Australia, United States of America",English,Breaking out this November.,FALSE,1075794
Extraction 2,2023,Sam Hargrave,Chris Hemsworth,"Action, Thriller","Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.",122,65000000,0,7.452,2375,69.089,R,en,"AGBO, TGIM Films, Wild State",United States of America,"English, Français, ქართული, Deutsch",Prepare for the ride of your life.,FALSE,697843
Trolls Band Together,2023,Walt Dohrn,Gina Shay,"Animation, Family, Music, Fantasy, Comedy","When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",91,95000000,207318137,7.319,827,67.779,U,en,DreamWorks Animation,United States of America,English,There are some new trolls on the block.,FALSE,901362
Puppy Love,2023,Richard Alan Reid,Michael Philip,"Comedy, Romance","After a disastrous first date, wild-child Nicole and socially-anxious Max vow to lose each other’s numbers until they learn that their dogs found a love match, and now puppies are on the way! The hilariously mismatched Nicole and Max are forced to become responsible co-parents, but may end up finding love themselves.",106,0,0,7.1,239,67.546,15,en,"BuzzFeed Studios, Lionsgate",United States of America,English,One bone can change everything.,FALSE,1143319
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Jeff Rowe,Seth Rogen,"Animation, Comedy, Action, Science Fiction","After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",100,75000000,180513586,7.249,1265,66.777,PG,en,"Paramount Pictures, Nickelodeon Movies, Point Grey Pictures, Cinesite Animation, Mikros Animation","Canada, France, United States of America","English, 普通话",Heroes aren't born. They're mutated.,FALSE,614930
The Childe,2023,Park Hoon-jung,Yeon Young-sik,"Action, Thriller, Drama","Desperate to secure funds for his mother's surgery, an amateur boxer searches for the wealthy father he's never met. Traveling from the Philippines to Korea, he is relentlessly pursued and forced to confront a shocking truth.",118,0,0,7.1,136,66.315,NR,ko,"Next Entertainment World, Goldmoon Film, Studio & New",South Korea,"English, 한국어/조선말",The chase is on,FALSE,1057001
Guy Ritchie's The Covenant,2023,Guy Ritchie,Ivan Atkinson,"War, Action, Thriller","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",123,55000000,20000000,7.763,2417,66.093,15,en,"STXfilms, Toff Guy Films","United Kingdom, United States of America","العربية, English",A bond. A pledge. A commitment.,FALSE,882569
Freelance,2023,Pierre Morel,Christopher Milburn,"Action, Comedy","An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",108,40000000,9112817,6.488,939,66.011,15,en,"Endurance Media, AGC Studios, Sentient Entertainment, Signature Films, Wideangle Films, Lipsync Productions",United States of America,English,Retirement didn't suit him.,FALSE,897087
Killers of the Flower Moon,2023,Martin Scorsese,Daniel Lupi,"Crime, History, Drama","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",206,200000000,156922344,7.454,3172,65.512,14A,en,"Apple Studios, Imperative Entertainment, Sikelia Productions, Appian Way",United States of America,"Français, English, Latin",Greed is an animal that hungers for blood.,FALSE,466420
Saw X,2023,Kevin Greutert,Oren Koules,"Horror, Thriller","Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",118,13000000,111823047,7.238,1856,65.378,18A,en,"Twisted Pictures, Lionsgate",United States of America,"Español, English",Witness the return of Jigsaw.,FALSE,951491
Gunfight at Rio Bravo,2023,Joe Cornet,Alexander Nevsky,"Western, Action","When mysterious Russian gunslinger Ivan Turchin rides into a small Texas town, he runs afoul of a bloodthirsty outlaw gang known as The Hellhounds. Outmanned and outgunned, the town must put their trust in Turchin to protect them from annihilation at the hands of the bandits. The gunslinger finds allies in the form of Marshal Austin Carter and Sheriff Vernon Kelly, and together the three must make a desperate stand against impossible and violent odds.",80,0,0,6.561,66,64.984,15,en,"Hollywood Storm, ETA films",,English,Justice will be served.,FALSE,835767
Baghead,2023,Alberto Corredor,Alex Heineman,Horror,"Following the death of her estranged father, Iris learns she has inherited a run-down, centuries-old pub. She travels to Berlin to identify her father’s body and meet with The Solicitor to discuss the estate. Little does she know, when the deed is signed she will become inextricably tied to an unspeakable entity that resides in the pub’s basement – Baghead – a shape-shifting creature that can transform into the dead.",95,0,6278395,6.592,319,64.788,15,en,"The Picture Company, Studio Babelsberg, StudioCanal, Canal+, Tonstudio Hanse Warns","Germany, United Kingdom",English,Talk to the dead. Pay the price.,FALSE,845783
Scream VI,2023,Matt Bettinelli-Olpin,Paul Neinstein,"Horror, Crime, Thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",123,35000000,168961389,7.037,2514,64.64,14A,en,"Radio Silence, Project X Entertainment, Spyglass Media Group, Paramount Pictures",United States of America,English,New York. New rules.,FALSE,934433
King of Killers,2023,Kevin Grevioux,,"Action, Thriller","Garan is a part of a group of international hitmen who are contracted to take out the most dangerous killer in the world, only to find out that they're the ones being hunted.",91,0,0,6.504,119,63.298,15,en,,"Canada, United States of America",English,"In a game of life and death, murder is king.",FALSE,1024127
Ant-Man and the Wasp: Quantumania,2023,Peyton Reed,Stephen Broussard,"Action, Adventure, Science Fiction","Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",125,200000000,476071180,6.3,4890,62.747,12A,en,"Marvel Studios, Kevin Feige Productions",United States of America,"ქართული, English",Witness the beginning of a new dynasty.,FALSE,640146
Mortal Kombat Legends: Cage Match,2023,Ethan Spaulding,James Krieg,"Animation, Action, Fantasy, Adventure","In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",80,0,0,6.748,103,62.085,15,en,Warner Bros. Animation,United States of America,English,Neon lights... Suits with shoulder pads... Jumping from explosions in slow motion...,FALSE,1034062
Blue Beetle,2023,Ángel Manuel Soto,John Rickard,"Action, Science Fiction, Adventure","Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",128,104000000,130788072,6.8,2541,61.995,PG,en,"Warner Bros. Pictures, The Safran Company, DC Films",United States of America,"English, Português, Español",Jaime Reyes is a superhero whether he likes it or not.,FALSE,565770
"Red, White & Royal Blue",2023,Matthew López,Greg Berlanti,"Comedy, Romance","After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",121,0,0,8,1230,61.756,R,en,"Amazon Studios, Berlanti Productions",United States of America,"Español, English",Love who you want. It's good foreign policy.,FALSE,930094
Shazam! Fury of the Gods,2023,David F. Sandberg,Peter Safran,"Comedy, Action, Fantasy","Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",130,125000000,134038006,6.533,3040,61.268,12A,en,"New Line Cinema, The Safran Company, DC Films",United States of America,English,Oh. My. Gods.,FALSE,594767
When Evil Lurks,2023,Demián Rugna,Roxana Ramos,"Horror, Thriller","Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",100,0,1743976,7.38,928,60.936,15,es,"Machaco Films, La Puerta Roja, Aramos Cine, Shudder, Cine Argentino, INCAA","Argentina, United States of America",Español,There's no point in praying.,FALSE,744857
